"sample"	"distance"	"reads"	"reg"	"fraction"	"fraction2"	"dataset"
"sup45_wt_25C"	-20	124	"Distance from start (nt)"	7.36693897209932e-06	0.000114894176903676	"sup45_25"
"sup45_wt_25C"	-19	228	"Distance from start (nt)"	1.35456619809568e-05	0.00021125703495192	"sup45_25"
"sup45_wt_25C"	-18	123	"Distance from start (nt)"	7.30752817393723e-06	0.000113967610960904	"sup45_25"
"sup45_wt_25C"	-17	132	"Distance from start (nt)"	7.84222535739605e-06	0.000122306704445849	"sup45_25"
"sup45_wt_25C"	-16	431	"Distance from start (nt)"	2.56060540078614e-05	0.000399349921334551	"sup45_25"
"sup45_wt_25C"	-15	206	"Distance from start (nt)"	1.22386244213908e-05	0.000190872584210946	"sup45_25"
"sup45_wt_25C"	-14	172	"Distance from start (nt)"	1.02186572838797e-05	0.000159369342156712	"sup45_25"
"sup45_wt_25C"	-13	352	"Distance from start (nt)"	2.09126009530561e-05	0.000326151211855597	"sup45_25"
"sup45_wt_25C"	-12	187	"Distance from start (nt)"	1.11098192563111e-05	0.000173267831298286	"sup45_25"
"sup45_wt_25C"	-11	176	"Distance from start (nt)"	1.04563004765281e-05	0.000163075605927798	"sup45_25"
"sup45_wt_25C"	-10	262	"Distance from start (nt)"	1.55656291184679e-05	0.000242760277006154	"sup45_25"
"sup45_wt_25C"	-9	150	"Distance from start (nt)"	8.9116197243137e-06	0.000138984891415737	"sup45_25"
"sup45_wt_25C"	-8	155	"Distance from start (nt)"	9.20867371512415e-06	0.000143617721129595	"sup45_25"
"sup45_wt_25C"	-7	292	"Distance from start (nt)"	1.73479530633307e-05	0.000270557255289302	"sup45_25"
"sup45_wt_25C"	-6	148	"Distance from start (nt)"	8.79279812798951e-06	0.000137131759530194	"sup45_25"
"sup45_wt_25C"	-5	176	"Distance from start (nt)"	1.04563004765281e-05	0.000163075605927798	"sup45_25"
"sup45_wt_25C"	-4	275	"Distance from start (nt)"	1.63379694945751e-05	0.000254805634262185	"sup45_25"
"sup45_wt_25C"	-3	193	"Distance from start (nt)"	1.14662840452836e-05	0.000178827226954915	"sup45_25"
"sup45_wt_25C"	-2	850	"Distance from start (nt)"	5.04991784377776e-05	0.000787581051355844	"sup45_25"
"sup45_wt_25C"	-1	12227	"Distance from start (nt)"	0.00072641582912789	0.0113291217822681	"sup45_25"
"sup45_wt_25C"	0	52343	"Distance from start (nt)"	0.00310973940819835	0.0484992411424929	"sup45_25"
"sup45_wt_25C"	1	20123	"Distance from start (nt)"	0.00119552349141576	0.0186452864663925	"sup45_25"
"sup45_wt_25C"	2	3157	"Distance from start (nt)"	0.000187559889797722	0.00292516868132988	"sup45_25"
"sup45_wt_25C"	3	7784	"Distance from start (nt)"	0.000462453652893719	0.00721238929853399	"sup45_25"
"sup45_wt_25C"	4	2520	"Distance from start (nt)"	0.00014971521136847	0.00233494617578438	"sup45_25"
"sup45_wt_25C"	5	2555	"Distance from start (nt)"	0.000151794589304143	0.00236737598378139	"sup45_25"
"sup45_wt_25C"	6	14749	"Distance from start (nt)"	0.000876249862092685	0.013665921089938	"sup45_25"
"sup45_wt_25C"	7	4222	"Distance from start (nt)"	0.000250832389840349	0.00391196141038162	"sup45_25"
"sup45_wt_25C"	8	4122	"Distance from start (nt)"	0.00024489131002414	0.00381930481610446	"sup45_25"
"sup45_wt_25C"	9	20272	"Distance from start (nt)"	0.00120437570034192	0.0187833447918655	"sup45_25"
"sup45_wt_25C"	10	4564	"Distance from start (nt)"	0.000271150882811785	0.0042288469628095	"sup45_25"
"sup45_wt_25C"	11	1227	"Distance from start (nt)"	7.2897049344886e-05	0.00113689641178073	"sup45_25"
"sup45_wt_25C"	12	14171	"Distance from start (nt)"	0.000841910420754996	0.0131303659750161	"sup45_25"
"sup45_wt_25C"	13	4884	"Distance from start (nt)"	0.000290162338223654	0.0045253480644964	"sup45_25"
"sup45_wt_25C"	14	3222	"Distance from start (nt)"	0.000191421591678258	0.00298539546761003	"sup45_25"
"sup45_wt_25C"	15	9520	"Distance from start (nt)"	0.000565590798503109	0.00882090777518545	"sup45_25"
"sup45_wt_25C"	16	3956	"Distance from start (nt)"	0.000235029117529233	0.00366549486960437	"sup45_25"
"sup45_wt_25C"	17	1446	"Distance from start (nt)"	8.5908014142384e-05	0.00133981435324771	"sup45_25"
"sup45_wt_25C"	18	8551	"Distance from start (nt)"	0.000508021735084043	0.00792306537663979	"sup45_25"
"sup45_wt_25C"	19	2631	"Distance from start (nt)"	0.000156309809964462	0.00243779499543203	"sup45_25"
"sup45_wt_25C"	20	1398	"Distance from start (nt)"	8.30562958306037e-05	0.00129533918799467	"sup45_25"
"sup45_wt_25C"	21	9138	"Distance from start (nt)"	0.00054289587360519	0.00846695958504671	"sup45_25"
"sup45_wt_25C"	22	2893	"Distance from start (nt)"	0.00017187543908293	0.00268055527243818	"sup45_25"
"sup45_wt_25C"	23	2128	"Distance from start (nt)"	0.00012642617848893	0.00197173232621792	"sup45_25"
"sup45_wt_25C"	24	11609	"Distance from start (nt)"	0.000689699955863718	0.0107565040296353	"sup45_25"
"sup45_wt_25C"	25	3605	"Distance from start (nt)"	0.000214175927374339	0.00334027022369155	"sup45_25"
"sup45_wt_25C"	26	2292	"Distance from start (nt)"	0.000136169549387513	0.00212368914083246	"sup45_25"
"sup45_wt_25C"	27	12164	"Distance from start (nt)"	0.000722672948843679	0.0112707481278735	"sup45_25"
"sup45_wt_25C"	28	3331	"Distance from start (nt)"	0.000197897368677926	0.00308639115537214	"sup45_25"
"sup45_wt_25C"	29	3142	"Distance from start (nt)"	0.000186668727825291	0.00291127019218831	"sup45_25"
"sup45_wt_25C"	30	13798	"Distance from start (nt)"	0.000819750193040536	0.0127847568783623	"sup45_25"
"sup45_wt_25C"	31	4743	"Distance from start (nt)"	0.000281785415682799	0.00439470226656561	"sup45_25"
"sup45_wt_25C"	32	2361	"Distance from start (nt)"	0.000140268894460698	0.0021876221908837	"sup45_25"
"sup45_wt_25C"	33	14045	"Distance from start (nt)"	0.000834424660186572	0.0130136186662269	"sup45_25"
"sup45_wt_25C"	34	4392	"Distance from start (nt)"	0.000260932225527905	0.00406947762065278	"sup45_25"
"sup45_wt_25C"	35	2694	"Distance from start (nt)"	0.000160052690248674	0.00249616864982664	"sup45_25"
"sup45_wt_25C"	36	19604	"Distance from start (nt)"	0.00116468928716964	0.0181643987420941	"sup45_25"
"sup45_wt_25C"	37	8689	"Distance from start (nt)"	0.000516220425230411	0.00805093147674227	"sup45_25"
"sup45_wt_25C"	38	3081	"Distance from start (nt)"	0.000183044669137403	0.00285474966967924	"sup45_25"
"sup45_wt_25C"	39	17988	"Distance from start (nt)"	0.0010686814373397	0.0166670681785752	"sup45_25"
"sup45_wt_25C"	40	5762	"Distance from start (nt)"	0.00034232501900997	0.00533887296224985	"sup45_25"
"sup45_wt_25C"	-40	11267	"Distance from stop (nt)"	0.000669381462892283	0.0104396184772074	"sup45_25"
"sup45_wt_25C"	-39	8201	"Distance from stop (nt)"	0.000487227955727311	0.00759876729666974	"sup45_25"
"sup45_wt_25C"	-38	39714	"Distance from stop (nt)"	0.00235944043820929	0.0367976398512306	"sup45_25"
"sup45_wt_25C"	-37	11017	"Distance from stop (nt)"	0.00065452876335176	0.0102079769915145	"sup45_25"
"sup45_wt_25C"	-36	5356	"Distance from stop (nt)"	0.000318204234956161	0.00496268718948459	"sup45_25"
"sup45_wt_25C"	-35	39517	"Distance from stop (nt)"	0.00234773651097136	0.0366151063605046	"sup45_25"
"sup45_wt_25C"	-34	8666	"Distance from stop (nt)"	0.000514853976872683	0.00802962046005852	"sup45_25"
"sup45_wt_25C"	-33	8393	"Distance from stop (nt)"	0.000498634828974432	0.00777666795768188	"sup45_25"
"sup45_wt_25C"	-32	46953	"Distance from stop (nt)"	0.00278951520610467	0.043505050710954	"sup45_25"
"sup45_wt_25C"	-31	13236	"Distance from stop (nt)"	0.000786361324473441	0.0122640268185246	"sup45_25"
"sup45_wt_25C"	-30	6917	"Distance from stop (nt)"	0.000410944490887186	0.00640905662615103	"sup45_25"
"sup45_wt_25C"	-29	45220	"Distance from stop (nt)"	0.00268655629288977	0.0418993119321309	"sup45_25"
"sup45_wt_25C"	-28	14216	"Distance from stop (nt)"	0.00084458390667229	0.0131720614424408	"sup45_25"
"sup45_wt_25C"	-27	5726	"Distance from stop (nt)"	0.000340186230276135	0.00530551658831007	"sup45_25"
"sup45_wt_25C"	-26	40436	"Distance from stop (nt)"	0.00240233503448232	0.0374666204619117	"sup45_25"
"sup45_wt_25C"	-25	12218	"Distance from stop (nt)"	0.000725881131944432	0.0113207826887832	"sup45_25"
"sup45_wt_25C"	-24	5922	"Distance from stop (nt)"	0.000351830746715905	0.0054871235130933	"sup45_25"
"sup45_wt_25C"	-23	37208	"Distance from stop (nt)"	0.00221055697801509	0.034475665598645	"sup45_25"
"sup45_wt_25C"	-22	12490	"Distance from stop (nt)"	0.00074204086904452	0.011572808625217	"sup45_25"
"sup45_wt_25C"	-21	7354	"Distance from stop (nt)"	0.00043690700968402	0.00681396594314221	"sup45_25"
"sup45_wt_25C"	-20	39824	"Distance from stop (nt)"	0.00236597562600712	0.0368995621049354	"sup45_25"
"sup45_wt_25C"	-19	9686	"Distance from stop (nt)"	0.000575452990998016	0.00897471772168553	"sup45_25"
"sup45_wt_25C"	-18	7628	"Distance from stop (nt)"	0.000453185568380433	0.00706784501146162	"sup45_25"
"sup45_wt_25C"	-17	46170	"Distance from stop (nt)"	0.00274299655114376	0.0427795495777639	"sup45_25"
"sup45_wt_25C"	-16	10916	"Distance from stop (nt)"	0.000648528272737389	0.0101143938312946	"sup45_25"
"sup45_wt_25C"	-15	5503	"Distance from stop (nt)"	0.000326937622285988	0.00509889238307201	"sup45_25"
"sup45_wt_25C"	-14	34618	"Distance from stop (nt)"	0.00205668301077528	0.0320758598068666	"sup45_25"
"sup45_wt_25C"	-13	10210	"Distance from stop (nt)"	0.000606584249234952	0.00946023827569784	"sup45_25"
"sup45_wt_25C"	-12	5903	"Distance from stop (nt)"	0.000350701941550825	0.00546951876018064	"sup45_25"
"sup45_wt_25C"	-11	36996	"Distance from stop (nt)"	0.00219796188880473	0.0342792336187774	"sup45_25"
"sup45_wt_25C"	-10	10655	"Distance from stop (nt)"	0.000633022054417083	0.0098725601202312	"sup45_25"
"sup45_wt_25C"	-9	8748	"Distance from stop (nt)"	0.000519725662321975	0.00810559886736579	"sup45_25"
"sup45_wt_25C"	-8	41297	"Distance from stop (nt)"	0.00245348773169988	0.038264393738638	"sup45_25"
"sup45_wt_25C"	-7	11115	"Distance from stop (nt)"	0.000660351021571645	0.0102987804539061	"sup45_25"
"sup45_wt_25C"	-6	8860	"Distance from stop (nt)"	0.000526379671716129	0.00820937425295621	"sup45_25"
"sup45_wt_25C"	-5	33215	"Distance from stop (nt)"	0.00197332966095386	0.0307758877891581	"sup45_25"
"sup45_wt_25C"	-4	7437	"Distance from stop (nt)"	0.000441838105931473	0.00689087091639225	"sup45_25"
"sup45_wt_25C"	-3	1920	"Distance from stop (nt)"	0.000114068732471215	0.00177900661012144	"sup45_25"
"sup45_wt_25C"	-2	1853	"Distance from stop (nt)"	0.000110088208994355	0.00171692669195574	"sup45_25"
"sup45_wt_25C"	-1	1333	"Distance from stop (nt)"	7.91945939500677e-05	0.00123511240171452	"sup45_25"
"sup45_wt_25C"	0	1213	"Distance from stop (nt)"	7.20652981706168e-05	0.00112392448858193	"sup45_25"
"sup45_wt_25C"	1	840	"Distance from stop (nt)"	4.99050704561567e-05	0.000778315391928128	"sup45_25"
"sup45_wt_25C"	2	952	"Distance from stop (nt)"	5.65590798503109e-05	0.000882090777518545	"sup45_25"
"sup45_wt_25C"	3	944	"Distance from stop (nt)"	5.60837934650142e-05	0.000874678249976373	"sup45_25"
"sup45_wt_25C"	4	796	"Distance from stop (nt)"	4.72909953370247e-05	0.000737546490446179	"sup45_25"
"sup45_wt_25C"	5	710	"Distance from stop (nt)"	4.21816666950848e-05	0.000657861819367823	"sup45_25"
"sup45_wt_25C"	6	575	"Distance from stop (nt)"	3.41612089432025e-05	0.000532775417093659	"sup45_25"
"sup45_wt_25C"	7	488	"Distance from stop (nt)"	2.89924695031006e-05	0.000452164180072532	"sup45_25"
"sup45_wt_25C"	8	546	"Distance from stop (nt)"	3.24382957965019e-05	0.000505905004753283	"sup45_25"
"sup45_wt_25C"	9	427	"Distance from stop (nt)"	2.5368410815213e-05	0.000395643657563465	"sup45_25"
"sup45_wt_25C"	10	577	"Distance from stop (nt)"	3.42800305395267e-05	0.000534628548979202	"sup45_25"
"sup45_wt_25C"	11	844	"Distance from stop (nt)"	5.01427136488051e-05	0.000782021655699214	"sup45_25"
"sup45_wt_25C"	12	253	"Distance from stop (nt)"	1.50309319350091e-05	0.00023442118352121	"sup45_25"
"sup45_wt_25C"	13	243	"Distance from stop (nt)"	1.44368239533882e-05	0.000225155524093494	"sup45_25"
"sup45_wt_25C"	14	215	"Distance from stop (nt)"	1.27733216048496e-05	0.00019921167769589	"sup45_25"
"sup45_wt_25C"	15	181	"Distance from stop (nt)"	1.07533544673385e-05	0.000167708435641656	"sup45_25"
"sup45_wt_25C"	16	164	"Distance from stop (nt)"	9.74337089858297e-06	0.000151956814614539	"sup45_25"
"sup45_wt_25C"	17	142	"Distance from stop (nt)"	8.43633333901697e-06	0.000131572363873565	"sup45_25"
"sup45_wt_25C"	18	120	"Distance from stop (nt)"	7.12929577945096e-06	0.00011118791313259	"sup45_25"
"sup45_wt_25C"	19	85	"Distance from stop (nt)"	5.04991784377776e-06	7.87581051355844e-05	"sup45_25"
"sup45_wt_25C"	20	87	"Distance from stop (nt)"	5.16873944010194e-06	8.06112370211276e-05	"sup45_25"
"sup45_wt_25C"	21	86	"Distance from stop (nt)"	5.10932864193985e-06	7.9684671078356e-05	"sup45_25"
"sup45_wt_25C"	22	83	"Distance from stop (nt)"	4.93109624745358e-06	7.69049732500412e-05	"sup45_25"
"sup45_wt_25C"	23	127	"Distance from stop (nt)"	7.5451713665856e-06	0.000117673874731991	"sup45_25"
"sup45_wt_25C"	24	95	"Distance from stop (nt)"	5.64402582539867e-06	8.80237645633002e-05	"sup45_25"
"sup45_wt_25C"	25	370	"Distance from stop (nt)"	2.19819953199738e-05	0.000342829398825485	"sup45_25"
"sup45_wt_25C"	26	105	"Distance from stop (nt)"	6.23813380701959e-06	9.7289423991016e-05	"sup45_25"
"sup45_wt_25C"	27	70	"Distance from stop (nt)"	4.15875587134639e-06	6.48596159940107e-05	"sup45_25"
"sup45_wt_25C"	28	46	"Distance from stop (nt)"	2.7328967154562e-06	4.26220333674927e-05	"sup45_25"
"sup45_wt_25C"	29	89	"Distance from stop (nt)"	5.28756103642613e-06	8.24643689066707e-05	"sup45_25"
"sup45_wt_25C"	30	59	"Distance from stop (nt)"	3.50523709156339e-06	5.46673906235233e-05	"sup45_25"
"sup45_wt_25C"	31	39	"Distance from stop (nt)"	2.31702112832156e-06	3.61360717680917e-05	"sup45_25"
"sup45_wt_25C"	32	43	"Distance from stop (nt)"	2.55466432096993e-06	3.9842335539178e-05	"sup45_25"
"sup45_wt_25C"	33	58	"Distance from stop (nt)"	3.4458262934013e-06	5.37408246807517e-05	"sup45_25"
"sup45_wt_25C"	34	35	"Distance from stop (nt)"	2.0793779356732e-06	3.24298079970053e-05	"sup45_25"
"sup45_wt_25C"	35	46	"Distance from stop (nt)"	2.7328967154562e-06	4.26220333674927e-05	"sup45_25"
"sup45_wt_25C"	36	39	"Distance from stop (nt)"	2.31702112832156e-06	3.61360717680917e-05	"sup45_25"
"sup45_wt_25C"	37	34	"Distance from stop (nt)"	2.0199671375111e-06	3.15032420542338e-05	"sup45_25"
"sup45_wt_25C"	38	62	"Distance from stop (nt)"	3.68346948604966e-06	5.7447088451838e-05	"sup45_25"
"sup45_wt_25C"	39	70	"Distance from stop (nt)"	4.15875587134639e-06	6.48596159940107e-05	"sup45_25"
"sup45_wt_25C"	40	41	"Distance from stop (nt)"	2.43584272464574e-06	3.79892036536348e-05	"sup45_25"
"sup45_wt_25C"	41	43	"Distance from stop (nt)"	2.55466432096993e-06	3.9842335539178e-05	"sup45_25"
"sup45_wt_25C"	42	44	"Distance from stop (nt)"	2.61407511913202e-06	4.07689014819496e-05	"sup45_25"
"sup45_wt_25C"	43	35	"Distance from stop (nt)"	2.0793779356732e-06	3.24298079970053e-05	"sup45_25"
"sup45_wt_25C"	44	74	"Distance from stop (nt)"	4.39639906399476e-06	6.8565879765097e-05	"sup45_25"
"sup45_wt_25C"	45	73	"Distance from stop (nt)"	4.33698826583267e-06	6.76393138223254e-05	"sup45_25"
"sup45_wt_25C"	46	53	"Distance from stop (nt)"	3.14877230259084e-06	4.91079949668938e-05	"sup45_25"
"sup45_wt_25C"	47	89	"Distance from stop (nt)"	5.28756103642613e-06	8.24643689066707e-05	"sup45_25"
"sup45_wt_25C"	48	53	"Distance from stop (nt)"	3.14877230259084e-06	4.91079949668938e-05	"sup45_25"
"sup45_wt_25C"	49	33	"Distance from stop (nt)"	1.96055633934901e-06	3.05766761114622e-05	"sup45_25"
"sup45_wt_25C"	50	46	"Distance from stop (nt)"	2.7328967154562e-06	4.26220333674927e-05	"sup45_25"
"sup45_wt_25C"	51	73	"Distance from stop (nt)"	4.33698826583267e-06	6.76393138223254e-05	"sup45_25"
"sup45_wt_25C"	52	43	"Distance from stop (nt)"	2.55466432096993e-06	3.9842335539178e-05	"sup45_25"
"sup45_wt_25C"	53	39	"Distance from stop (nt)"	2.31702112832156e-06	3.61360717680917e-05	"sup45_25"
"sup45_wt_25C"	54	63	"Distance from stop (nt)"	3.74288028421175e-06	5.83736543946096e-05	"sup45_25"
"sup45_wt_25C"	55	47	"Distance from stop (nt)"	2.79230751361829e-06	4.35485993102643e-05	"sup45_25"
"sup45_wt_25C"	56	39	"Distance from stop (nt)"	2.31702112832156e-06	3.61360717680917e-05	"sup45_25"
"sup45_wt_25C"	57	44	"Distance from stop (nt)"	2.61407511913202e-06	4.07689014819496e-05	"sup45_25"
"sup45_wt_25C"	58	15	"Distance from stop (nt)"	8.9116197243137e-07	1.38984891415737e-05	"sup45_25"
"sup45_wt_25C"	59	30	"Distance from stop (nt)"	1.78232394486274e-06	2.77969782831474e-05	"sup45_25"
"sup45_wt_25C"	60	31	"Distance from stop (nt)"	1.84173474302483e-06	2.8723544225919e-05	"sup45_25"
"sup45_wt_25C"	61	35	"Distance from stop (nt)"	2.0793779356732e-06	3.24298079970053e-05	"sup45_25"
"sup45_wt_25C"	62	17	"Distance from stop (nt)"	1.00998356875555e-06	1.57516210271169e-05	"sup45_25"
"sup45_wt_25C"	63	22	"Distance from stop (nt)"	1.30703755956601e-06	2.03844507409748e-05	"sup45_25"
"sup45_wt_25C"	64	26	"Distance from stop (nt)"	1.54468075221437e-06	2.40907145120611e-05	"sup45_25"
"sup45_wt_25C"	65	32	"Distance from stop (nt)"	1.90114554118692e-06	2.96501101686906e-05	"sup45_25"
"sup45_wt_25C"	66	43	"Distance from stop (nt)"	2.55466432096993e-06	3.9842335539178e-05	"sup45_25"
"sup45_wt_25C"	67	43	"Distance from stop (nt)"	2.55466432096993e-06	3.9842335539178e-05	"sup45_25"
"sup45_wt_25C"	68	44	"Distance from stop (nt)"	2.61407511913202e-06	4.07689014819496e-05	"sup45_25"
"sup45_wt_25C"	69	61	"Distance from stop (nt)"	3.62405868788757e-06	5.65205225090664e-05	"sup45_25"
"sup45_wt_25C"	70	18	"Distance from stop (nt)"	1.06939436691764e-06	1.66781869698885e-05	"sup45_25"
"sup45_wt_25C"	71	26	"Distance from stop (nt)"	1.54468075221437e-06	2.40907145120611e-05	"sup45_25"
"sup45_wt_25C"	72	36	"Distance from stop (nt)"	2.13878873383529e-06	3.33563739397769e-05	"sup45_25"
"sup45_wt_25C"	73	18	"Distance from stop (nt)"	1.06939436691764e-06	1.66781869698885e-05	"sup45_25"
"sup45_wt_25C"	74	45	"Distance from stop (nt)"	2.67348591729411e-06	4.16954674247211e-05	"sup45_25"
"sup45_wt_25C"	75	20	"Distance from stop (nt)"	1.18821596324183e-06	1.85313188554316e-05	"sup45_25"
"sup45_wt_25C"	76	28	"Distance from stop (nt)"	1.66350234853856e-06	2.59438463976043e-05	"sup45_25"
"sup45_wt_25C"	77	39	"Distance from stop (nt)"	2.31702112832156e-06	3.61360717680917e-05	"sup45_25"
"sup45_wt_25C"	78	41	"Distance from stop (nt)"	2.43584272464574e-06	3.79892036536348e-05	"sup45_25"
"sup45_wt_25C"	79	22	"Distance from stop (nt)"	1.30703755956601e-06	2.03844507409748e-05	"sup45_25"
"sup45_wt_25C"	80	23	"Distance from stop (nt)"	1.3664483577281e-06	2.13110166837464e-05	"sup45_25"
"sup45_wt_37C"	-20	63	"Distance from start (nt)"	6.84879906308429e-06	0.000138351161600745	"sup45_37"
"sup45_wt_37C"	-19	133	"Distance from start (nt)"	1.44585757998446e-05	0.000292074674490461	"sup45_37"
"sup45_wt_37C"	-18	60	"Distance from start (nt)"	6.52266577436599e-06	0.000131763011048328	"sup45_37"
"sup45_wt_37C"	-17	93	"Distance from start (nt)"	1.01101319502673e-05	0.000204232667124909	"sup45_37"
"sup45_wt_37C"	-16	269	"Distance from start (nt)"	2.92432848884075e-05	0.000590737499533339	"sup45_37"
"sup45_wt_37C"	-15	87	"Distance from start (nt)"	9.45786537283068e-06	0.000191056366020076	"sup45_37"
"sup45_wt_37C"	-14	110	"Distance from start (nt)"	1.19582205863376e-05	0.000241565520255269	"sup45_37"
"sup45_wt_37C"	-13	143	"Distance from start (nt)"	1.55456867622389e-05	0.00031403517633185	"sup45_37"
"sup45_wt_37C"	-12	54	"Distance from start (nt)"	5.87039919692939e-06	0.000118586709943496	"sup45_37"
"sup45_wt_37C"	-11	74	"Distance from start (nt)"	8.04462112171805e-06	0.000162507713626272	"sup45_37"
"sup45_wt_37C"	-10	88	"Distance from start (nt)"	9.56657646907012e-06	0.000193252416204215	"sup45_37"
"sup45_wt_37C"	-9	69	"Distance from start (nt)"	7.50106564052089e-06	0.000151527462705578	"sup45_37"
"sup45_wt_37C"	-8	81	"Distance from start (nt)"	8.80559879539409e-06	0.000177880064915243	"sup45_37"
"sup45_wt_37C"	-7	105	"Distance from start (nt)"	1.14146651051405e-05	0.000230585269334575	"sup45_37"
"sup45_wt_37C"	-6	54	"Distance from start (nt)"	5.87039919692939e-06	0.000118586709943496	"sup45_37"
"sup45_wt_37C"	-5	93	"Distance from start (nt)"	1.01101319502673e-05	0.000204232667124909	"sup45_37"
"sup45_wt_37C"	-4	115	"Distance from start (nt)"	1.25017760675348e-05	0.000252545771175963	"sup45_37"
"sup45_wt_37C"	-3	61	"Distance from start (nt)"	6.63137687060542e-06	0.000133959061232467	"sup45_37"
"sup45_wt_37C"	-2	274	"Distance from start (nt)"	2.97868403696047e-05	0.000601717750454033	"sup45_37"
"sup45_wt_37C"	-1	5089	"Distance from start (nt)"	0.000553230768762475	0.0111756993870824	"sup45_37"
"sup45_wt_37C"	0	32032	"Distance from start (nt)"	0.00348223383474152	0.0703438794983343	"sup45_37"
"sup45_wt_37C"	1	6608	"Distance from start (nt)"	0.000718362923950174	0.0145114996167892	"sup45_37"
"sup45_wt_37C"	2	594	"Distance from start (nt)"	6.45743911662233e-05	0.00130445380937845	"sup45_37"
"sup45_wt_37C"	3	3663	"Distance from start (nt)"	0.000398208745525044	0.00804413182450045	"sup45_37"
"sup45_wt_37C"	4	914	"Distance from start (nt)"	9.93619419628419e-05	0.00200718986830287	"sup45_37"
"sup45_wt_37C"	5	604	"Distance from start (nt)"	6.56615021286176e-05	0.00132641431121984	"sup45_37"
"sup45_wt_37C"	6	6798	"Distance from start (nt)"	0.000739018032235667	0.0149287491517756	"sup45_37"
"sup45_wt_37C"	7	1337	"Distance from start (nt)"	0.000145346735672122	0.00293611909619359	"sup45_37"
"sup45_wt_37C"	8	1227	"Distance from start (nt)"	0.000133388515085784	0.00269455357593832	"sup45_37"
"sup45_wt_37C"	9	7376	"Distance from start (nt)"	0.000801853045862059	0.0161980661582078	"sup45_37"
"sup45_wt_37C"	10	1243	"Distance from start (nt)"	0.000135127892625615	0.00272969037888454	"sup45_37"
"sup45_wt_37C"	11	284	"Distance from start (nt)"	3.0873951331999e-05	0.000623678252295421	"sup45_37"
"sup45_wt_37C"	12	5321	"Distance from start (nt)"	0.000578451743090024	0.0116851830298026	"sup45_37"
"sup45_wt_37C"	13	1361	"Distance from start (nt)"	0.000147955801981869	0.00298882430061292	"sup45_37"
"sup45_wt_37C"	14	1106	"Distance from start (nt)"	0.000120234472440813	0.00242883150365752	"sup45_37"
"sup45_wt_37C"	15	3742	"Distance from start (nt)"	0.000406796922127959	0.00821761978904742	"sup45_37"
"sup45_wt_37C"	16	950	"Distance from start (nt)"	0.000103275541427461	0.00208624767493187	"sup45_37"
"sup45_wt_37C"	17	399	"Distance from start (nt)"	4.33757273995338e-05	0.000876224023471384	"sup45_37"
"sup45_wt_37C"	18	3503	"Distance from start (nt)"	0.000380814970126734	0.00769276379503824	"sup45_37"
"sup45_wt_37C"	19	907	"Distance from start (nt)"	9.86009642891659e-05	0.0019918175170139	"sup45_37"
"sup45_wt_37C"	20	388	"Distance from start (nt)"	4.21799053409001e-05	0.000852067471445857	"sup45_37"
"sup45_wt_37C"	21	3112	"Distance from start (nt)"	0.000338308931497116	0.00683410817303997	"sup45_37"
"sup45_wt_37C"	22	792	"Distance from start (nt)"	8.6099188221631e-05	0.00173927174583794	"sup45_37"
"sup45_wt_37C"	23	502	"Distance from start (nt)"	5.45729703121954e-05	0.00110241719243768	"sup45_37"
"sup45_wt_37C"	24	4578	"Distance from start (nt)"	0.000497679398584125	0.0100535177429875	"sup45_37"
"sup45_wt_37C"	25	1011	"Distance from start (nt)"	0.000109906918298067	0.00222020673616433	"sup45_37"
"sup45_wt_37C"	26	595	"Distance from start (nt)"	6.46831022624627e-05	0.00130664985956259	"sup45_37"
"sup45_wt_37C"	27	6083	"Distance from start (nt)"	0.000661289598424472	0.0133585732701164	"sup45_37"
"sup45_wt_37C"	28	1527	"Distance from start (nt)"	0.000166001843957614	0.00335336863117996	"sup45_37"
"sup45_wt_37C"	29	952	"Distance from start (nt)"	0.00010349296361994	0.00209063977530015	"sup45_37"
"sup45_wt_37C"	30	7690	"Distance from start (nt)"	0.000835988330081241	0.0168876259160274	"sup45_37"
"sup45_wt_37C"	31	1846	"Distance from start (nt)"	0.000200680683657994	0.00405390863992024	"sup45_37"
"sup45_wt_37C"	32	662	"Distance from start (nt)"	7.19667457105047e-05	0.00145378522189989	"sup45_37"
"sup45_wt_37C"	33	6142	"Distance from start (nt)"	0.000667703553102598	0.0134881402309806	"sup45_37"
"sup45_wt_37C"	34	1343	"Distance from start (nt)"	0.000145999002249559	0.00294929539729842	"sup45_37"
"sup45_wt_37C"	35	703	"Distance from start (nt)"	7.64239006563215e-05	0.00154382327944958	"sup45_37"
"sup45_wt_37C"	36	7372	"Distance from start (nt)"	0.000801418201477101	0.0161892819574713	"sup45_37"
"sup45_wt_37C"	37	2252	"Distance from start (nt)"	0.000244817388731203	0.0049455050146806	"sup45_37"
"sup45_wt_37C"	38	824	"Distance from start (nt)"	8.95779433012929e-05	0.00180954535173038	"sup45_37"
"sup45_wt_37C"	39	8131	"Distance from start (nt)"	0.000883929923522831	0.0178560840472326	"sup45_37"
"sup45_wt_37C"	40	1876	"Distance from start (nt)"	0.000203942016545177	0.0041197901454444	"sup45_37"
"sup45_wt_37C"	-40	3437	"Distance from stop (nt)"	0.000373640037774932	0.00754782448288508	"sup45_37"
"sup45_wt_37C"	-39	1683	"Distance from stop (nt)"	0.000182960774970966	0.00369595245990561	"sup45_37"
