"sample"	"distance"	"reads"	"reg"	"fraction"	"fraction2"	"dataset"
"sup45_d"	9	3301	"Distance from stop (nt)"	0.000231257834550957	0.0020182591002025	"sup45_d"
"sup45_d"	10	3228	"Distance from stop (nt)"	0.00022614368068176	0.00197362628762607	"sup45_d"
"sup45_d"	11	2849	"Distance from stop (nt)"	0.000199592114703325	0.00174190250726353	"sup45_d"
"sup45_d"	12	2535	"Distance from stop (nt)"	0.000177594247375546	0.00154992027234575	"sup45_d"
"sup45_d"	13	3288	"Distance from stop (nt)"	0.000230347094820826	0.00201031079111355	"sup45_d"
"sup45_d"	14	2459	"Distance from stop (nt)"	0.000172269922799395	0.00150345323459495	"sup45_d"
"sup45_d"	15	2088	"Distance from stop (nt)"	0.000146278812039503	0.00127662072136408	"sup45_d"
"sup45_d"	16	2373	"Distance from stop (nt)"	0.000166245029200067	0.00145087211292958	"sup45_d"
"sup45_d"	17	1876	"Distance from stop (nt)"	0.000131426748748136	0.001147002142375	"sup45_d"
"sup45_d"	18	1573	"Distance from stop (nt)"	0.000110199507345852	0.000961745399763263	"sup45_d"
"sup45_d"	19	1847	"Distance from stop (nt)"	0.00012939509858092	0.00112927129902272	"sup45_d"
"sup45_d"	20	1519	"Distance from stop (nt)"	0.000106416434620692	0.000928729346624537	"sup45_d"
"sup45_d"	21	1038	"Distance from stop (nt)"	7.27190646058448e-05	0.000634641910333291	"sup45_d"
"sup45_d"	22	1370	"Distance from stop (nt)"	9.59779561753443e-05	0.000837629496297311	"sup45_d"
"sup45_d"	23	1521	"Distance from stop (nt)"	0.000106556548425328	0.000929952163407452	"sup45_d"
"sup45_d"	24	715	"Distance from stop (nt)"	5.00906851572052e-05	0.000437156999892392	"sup45_d"
"sup45_d"	25	1045	"Distance from stop (nt)"	7.32094629220692e-05	0.000638921769073496	"sup45_d"
"sup45_d"	26	983	"Distance from stop (nt)"	6.88659349783675e-05	0.000601014448803107	"sup45_d"
"sup45_d"	27	771	"Distance from stop (nt)"	5.40138716870003e-05	0.000471395869814034	"sup45_d"
"sup45_d"	28	1132	"Distance from stop (nt)"	7.93044134237151e-05	0.000692114299130333	"sup45_d"
"sup45_d"	29	1139	"Distance from stop (nt)"	7.97948117399395e-05	0.000696394157870538	"sup45_d"
"sup45_d"	30	599	"Distance from stop (nt)"	4.1964084488344e-05	0.000366233626483277	"sup45_d"
"sup45_d"	31	1254	"Distance from stop (nt)"	8.7851355506483e-05	0.000766706122888195	"sup45_d"
"sup45_d"	32	785	"Distance from stop (nt)"	5.49946683194491e-05	0.000479955587294444	"sup45_d"
"sup45_d"	33	602	"Distance from stop (nt)"	4.21742551952973e-05	0.00036806785165765	"sup45_d"
"sup45_d"	34	1045	"Distance from stop (nt)"	7.32094629220692e-05	0.000638921769073496	"sup45_d"
"sup45_d"	35	868	"Distance from stop (nt)"	6.0809391211824e-05	0.00053070248378545	"sup45_d"
"sup45_d"	36	825	"Distance from stop (nt)"	5.77969444121599e-05	0.00050441192295276	"sup45_d"
"sup45_d"	37	828	"Distance from stop (nt)"	5.80071151191132e-05	0.000506246148127134	"sup45_d"
"sup45_d"	38	756	"Distance from stop (nt)"	5.29630181522338e-05	0.000462224743942166	"sup45_d"
"sup45_d"	39	596	"Distance from stop (nt)"	4.17539137813907e-05	0.000364399401308903	"sup45_d"
"sup45_d"	40	935	"Distance from stop (nt)"	6.55032036671145e-05	0.000571666846013128	"sup45_d"
"sup45_d"	41	904	"Distance from stop (nt)"	6.33314396952637e-05	0.000552713185877934	"sup45_d"
"sup45_d"	42	489	"Distance from stop (nt)"	3.42578252333893e-05	0.000298978703422909	"sup45_d"
"sup45_d"	43	706	"Distance from stop (nt)"	4.94601730363453e-05	0.000431654324369271	"sup45_d"
"sup45_d"	44	997	"Distance from stop (nt)"	6.98467316108162e-05	0.000609574166283517	"sup45_d"
"sup45_d"	45	591	"Distance from stop (nt)"	4.14036292698018e-05	0.000361342359351614	"sup45_d"
"sup45_d"	46	613	"Distance from stop (nt)"	4.29448811207927e-05	0.000374793343963687	"sup45_d"
"sup45_d"	47	574	"Distance from stop (nt)"	4.02126619303997e-05	0.000350948416696829	"sup45_d"
"sup45_d"	48	609	"Distance from stop (nt)"	4.26646535115217e-05	0.000372347710397856	"sup45_d"
"sup45_d"	49	594	"Distance from stop (nt)"	4.16137999767551e-05	0.000363176584525987	"sup45_d"
"sup45_d"	50	906	"Distance from stop (nt)"	6.34715534998992e-05	0.000553936002660849	"sup45_d"
"sup45_d"	51	650	"Distance from stop (nt)"	4.55369865065502e-05	0.000397415454447629	"sup45_d"
"sup45_d"	52	619	"Distance from stop (nt)"	4.33652225346994e-05	0.000378461794312435	"sup45_d"
"sup45_d"	53	566	"Distance from stop (nt)"	3.96522067118576e-05	0.000346057149565166	"sup45_d"
"sup45_d"	54	1865	"Distance from stop (nt)"	0.00013065612282264	0.00114027665006897	"sup45_d"
"sup45_d"	55	757	"Distance from stop (nt)"	5.30330750545516e-05	0.000462836152333624	"sup45_d"
"sup45_d"	56	510	"Distance from stop (nt)"	3.57290201820625e-05	0.000311818279643524	"sup45_d"
"sup45_d"	57	403	"Distance from stop (nt)"	2.82329316340611e-05	0.00024639758175753	"sup45_d"
"sup45_d"	58	670	"Distance from stop (nt)"	4.69381245529056e-05	0.000409643622276787	"sup45_d"
"sup45_d"	59	515	"Distance from stop (nt)"	3.60793046936513e-05	0.000314875321600814	"sup45_d"
"sup45_d"	60	450	"Distance from stop (nt)"	3.15256060429963e-05	0.000275133776156051	"sup45_d"
"sup45_d"	61	774	"Distance from stop (nt)"	5.42240423939536e-05	0.000473230094988408	"sup45_d"
"sup45_d"	62	596	"Distance from stop (nt)"	4.17539137813907e-05	0.000364399401308903	"sup45_d"
"sup45_d"	63	454	"Distance from stop (nt)"	3.18058336522674e-05	0.000277579409721883	"sup45_d"
"sup45_d"	64	544	"Distance from stop (nt)"	3.81109548608666e-05	0.000332606164953093	"sup45_d"
"sup45_d"	65	360	"Distance from stop (nt)"	2.5220484834397e-05	0.000220107020924841	"sup45_d"
"sup45_d"	66	417	"Distance from stop (nt)"	2.92137282665099e-05	0.000254957299237941	"sup45_d"
"sup45_d"	67	378	"Distance from stop (nt)"	2.64815090761169e-05	0.000231112371971083	"sup45_d"
"sup45_d"	68	276	"Distance from stop (nt)"	1.93357050397044e-05	0.000168748716042378	"sup45_d"
"sup45_d"	69	245	"Distance from stop (nt)"	1.71639410678535e-05	0.000149795055907183	"sup45_d"
"sup45_d"	70	393	"Distance from stop (nt)"	2.75323626108834e-05	0.000240283497842951	"sup45_d"
"sup45_d"	71	396	"Distance from stop (nt)"	2.77425333178367e-05	0.000242117723017325	"sup45_d"
"sup45_d"	72	297	"Distance from stop (nt)"	2.08068999883776e-05	0.000181588292262994	"sup45_d"
"sup45_d"	73	552	"Distance from stop (nt)"	3.86714100794088e-05	0.000337497432084756	"sup45_d"
"sup45_d"	74	461	"Distance from stop (nt)"	3.22962319684918e-05	0.000281859268462088	"sup45_d"
"sup45_d"	75	406	"Distance from stop (nt)"	2.84431023410144e-05	0.000248231806931904	"sup45_d"
"sup45_d"	76	391	"Distance from stop (nt)"	2.73922488062479e-05	0.000239060681060035	"sup45_d"
"sup45_d"	77	279	"Distance from stop (nt)"	1.95458757466577e-05	0.000170582941216752	"sup45_d"
"sup45_d"	78	231	"Distance from stop (nt)"	1.61831444354048e-05	0.000141235338426773	"sup45_d"
"sup45_d"	79	299	"Distance from stop (nt)"	2.09470137930131e-05	0.000182811109045909	"sup45_d"
"sup45_d"	80	382	"Distance from stop (nt)"	2.6761736685388e-05	0.000233558005536914	"sup45_d"
"rli1_wt"	-20	417	"Distance from start (nt)"	3.52843252388948e-05	0.000354198784512085	"rli1"
"rli1_wt"	-19	527	"Distance from start (nt)"	4.45919410093466e-05	0.000447632516637575	"rli1"
"rli1_wt"	-18	296	"Distance from start (nt)"	2.50459478913977e-05	0.000251421679174046	"rli1"
"rli1_wt"	-17	280	"Distance from start (nt)"	2.36921128702411e-05	0.000237831318137611	"rli1"
"rli1_wt"	-16	570	"Distance from start (nt)"	4.82303726287051e-05	0.000484156611922994	"rli1"
"rli1_wt"	-15	259	"Distance from start (nt)"	2.1915204404973e-05	0.00021999396927729	"rli1"
"rli1_wt"	-14	334	"Distance from start (nt)"	2.82613060666447e-05	0.000283698786635579	"rli1"
"rli1_wt"	-13	754	"Distance from start (nt)"	6.37994753720064e-05	0.000640445763841995	"rli1"
"rli1_wt"	-12	502	"Distance from start (nt)"	4.24765737887894e-05	0.000426397577518145	"rli1"
"rli1_wt"	-11	409	"Distance from start (nt)"	3.46074077283165e-05	0.000347403603993867	"rli1"
"rli1_wt"	-10	515	"Distance from start (nt)"	4.35765647434791e-05	0.000437439745860249	"rli1"
"rli1_wt"	-9	304	"Distance from start (nt)"	2.5722865401976e-05	0.000258216859692263	"rli1"
"rli1_wt"	-8	354	"Distance from start (nt)"	2.99535998430905e-05	0.000300686737931122	"rli1"
"rli1_wt"	-7	1045	"Distance from start (nt)"	8.84223498192926e-05	0.000887620455192155	"rli1"
"rli1_wt"	-6	996	"Distance from start (nt)"	8.42762300670004e-05	0.000845999974518073	"rli1"
"rli1_wt"	-5	769	"Distance from start (nt)"	6.50686957043407e-05	0.000653186727313653	"rli1"
"rli1_wt"	-4	504	"Distance from start (nt)"	4.2645803166434e-05	0.0004280963726477	"rli1"
"rli1_wt"	-3	864	"Distance from start (nt)"	7.31070911424582e-05	0.000733879495967485	"rli1"
"rli1_wt"	-2	1367	"Distance from start (nt)"	0.00011566827962007	0.00116112647105041	"rli1"
"rli1_wt"	-1	5685	"Distance from start (nt)"	0.000481034505954716	0.00482882515575828	"rli1"
"rli1_wt"	0	101457	"Distance from start (nt)"	0.00858475248384304	0.0861773287295985	"rli1"
"rli1_wt"	1	35586	"Distance from start (nt)"	0.00301109831643	0.0302266617401608	"rli1"
"rli1_wt"	2	14996	"Distance from start (nt)"	0.00126888187357905	0.0127375658813986	"rli1"
"rli1_wt"	3	29020	"Distance from start (nt)"	0.00245551826962284	0.0246495173298338	"rli1"
"rli1_wt"	4	10427	"Distance from start (nt)"	0.000882277360350014	0.00885666840793167	"rli1"
"rli1_wt"	5	3716	"Distance from start (nt)"	0.000314428183663628	0.00315636135071201	"rli1"
"rli1_wt"	6	21177	"Distance from start (nt)"	0.00179188526518963	0.0179876922292864	"rli1"
"rli1_wt"	7	9168	"Distance from start (nt)"	0.000775747467122751	0.0077872768738772	"rli1"
"rli1_wt"	8	4951	"Distance from start (nt)"	0.000418927324359156	0.00420536734321183	"rli1"
"rli1_wt"	9	32455	"Distance from start (nt)"	0.00274616972572741	0.0275671979648434	"rli1"
"rli1_wt"	10	10521	"Distance from start (nt)"	0.000890231141099309	0.00893651177902073	"rli1"
"rli1_wt"	11	3791	"Distance from start (nt)"	0.0003207742853253	0.0032200661680703	"rli1"
"rli1_wt"	12	28268	"Distance from start (nt)"	0.00239188802362848	0.0240107703611214	"rli1"
"rli1_wt"	13	10031	"Distance from start (nt)"	0.000848769943576387	0.00852030697227991	"rli1"
"rli1_wt"	14	7358	"Distance from start (nt)"	0.000622594880354407	0.0062498672816305	"rli1"
"rli1_wt"	15	23695	"Distance from start (nt)"	0.00200494505164415	0.0201264752973953	"rli1"
"rli1_wt"	16	7865	"Distance from start (nt)"	0.000665494527587308	0.00668051184697253	"rli1"
"rli1_wt"	17	3407	"Distance from start (nt)"	0.000288282244817541	0.00289389750319586	"rli1"
"rli1_wt"	18	25627	"Distance from start (nt)"	0.00216842063044882	0.0217675113925448	"rli1"
"rli1_wt"	19	9523	"Distance from start (nt)"	0.000805785681654664	0.0080888130093731	"rli1"
"rli1_wt"	20	3452	"Distance from start (nt)"	0.000292089905814544	0.00293212039361083	"rli1"
"rli1_wt"	21	26111	"Distance from start (nt)"	0.0022093741398388	0.022178619813897	"rli1"
"rli1_wt"	22	9306	"Distance from start (nt)"	0.000787424294180227	0.00790449373781645	"rli1"
"rli1_wt"	23	3764	"Distance from start (nt)"	0.000318489688727098	0.00319713243382131	"rli1"
"rli1_wt"	24	23339	"Distance from start (nt)"	0.00197482222242342	0.0198240897643346	"rli1"
"rli1_wt"	25	9750	"Distance from start (nt)"	0.000824993216017324	0.00828162625657752	"rli1"
"rli1_wt"	26	4069	"Distance from start (nt)"	0.000344297168817896	0.00345619869107835	"rli1"
"rli1_wt"	27	24864	"Distance from start (nt)"	0.00210385962287741	0.0211194210506198	"rli1"
"rli1_wt"	28	16164	"Distance from start (nt)"	0.00136771183012349	0.0137296622370584	"rli1"
"rli1_wt"	29	5056	"Distance from start (nt)"	0.000427811866685496	0.00429455408751343	"rli1"
"rli1_wt"	30	24221	"Distance from start (nt)"	0.00204945237796468	0.0205732584164681	"rli1"
"rli1_wt"	31	9137	"Distance from start (nt)"	0.00077312441176926	0.00776094554936911	"rli1"
"rli1_wt"	32	3555	"Distance from start (nt)"	0.00030080521876324	0.00301960834278288	"rli1"
"rli1_wt"	33	19908	"Distance from start (nt)"	0.00168450922507414	0.0169098067195841	"rli1"
"rli1_wt"	34	8061	"Distance from start (nt)"	0.000682079006596477	0.00684699376966886	"rli1"
"rli1_wt"	35	3230	"Distance from start (nt)"	0.000273305444895995	0.0027435541342303	"rli1"
"rli1_wt"	36	21181	"Distance from start (nt)"	0.00179222372394492	0.0179910898195455	"rli1"
"rli1_wt"	37	8423	"Distance from start (nt)"	0.000712709523950145	0.0071544756881182	"rli1"
"rli1_wt"	38	3836	"Distance from start (nt)"	0.000324581946322303	0.00325828905848527	"rli1"
"rli1_wt"	39	25380	"Distance from start (nt)"	0.00214752080230971	0.0215577101940449	"rli1"
"rli1_wt"	40	8771	"Distance from start (nt)"	0.000742155435660302	0.00745006604066066	"rli1"
"rli1_wt"	-40	7719	"Distance from stop (nt)"	0.000653140783019253	0.00655649980251507	"rli1"
"rli1_wt"	-39	3127	"Distance from stop (nt)"	0.0002645901319473	0.00265606618505825	"rli1"
"rli1_wt"	-38	21330	"Distance from stop (nt)"	0.00180483131257944	0.0181176500566973	"rli1"
"rli1_wt"	-37	7184	"Distance from stop (nt)"	0.000607871924499328	0.00610207210535927	"rli1"
"rli1_wt"	-36	3683	"Distance from stop (nt)"	0.000311635898932493	0.00312833123107436	"rli1"
"rli1_wt"	-35	25504	"Distance from stop (nt)"	0.00215801302372367	0.0216630354920772	"rli1"
"rli1_wt"	-34	7944	"Distance from stop (nt)"	0.000672179088004269	0.00674761425458993	"rli1"
"rli1_wt"	-33	4401	"Distance from stop (nt)"	0.000372389245506897	0.00373819868258438	"rli1"
"rli1_wt"	-32	23937	"Distance from stop (nt)"	0.00202542180633915	0.0203320295080714	"rli1"
"rli1_wt"	-31	8026	"Distance from stop (nt)"	0.000679117492487696	0.00681726485490166	"rli1"
"rli1_wt"	-30	3933	"Distance from stop (nt)"	0.000332789571138065	0.00334068062226866	"rli1"
"rli1_wt"	-29	21776	"Distance from stop (nt)"	0.00184256946379418	0.0184964813705879	"rli1"
"rli1_wt"	-28	7624	"Distance from stop (nt)"	0.000645102387581136	0.00647580703386123	"rli1"
"rli1_wt"	-27	3633	"Distance from stop (nt)"	0.000307405164491378	0.0030858613528355	"rli1"
"rli1_wt"	-26	21578	"Distance from stop (nt)"	0.00182581575540737	0.018328300652762	"rli1"
"rli1_wt"	-25	7370	"Distance from stop (nt)"	0.000623610256620274	0.00626006005240783	"rli1"
"rli1_wt"	-24	3613	"Distance from stop (nt)"	0.000305712870714932	0.00306887340153996	"rli1"
"rli1_wt"	-23	24261	"Distance from stop (nt)"	0.00205283696551757	0.0206072343190592	"rli1"
"rli1_wt"	-22	6932	"Distance from stop (nt)"	0.000586549022916112	0.00588802391903542	"rli1"
"rli1_wt"	-21	3494	"Distance from stop (nt)"	0.00029564372274508	0.00296779509133147	"rli1"
"rli1_wt"	-20	19177	"Distance from stop (nt)"	0.00162265588754505	0.016288897099732	"rli1"
"rli1_wt"	-19	7333	"Distance from stop (nt)"	0.00062047951313385	0.00622863234251107	"rli1"
"rli1_wt"	-18	3399	"Distance from stop (nt)"	0.000287605327306962	0.00288710232267764	"rli1"
"rli1_wt"	-17	19597	"Distance from stop (nt)"	0.00165819405685041	0.0166456440769384	"rli1"
"rli1_wt"	-16	7294	"Distance from stop (nt)"	0.00061717954026978	0.00619550583748476	"rli1"
"rli1_wt"	-15	2993	"Distance from stop (nt)"	0.000253251763645113	0.00254224691137811	"rli1"
"rli1_wt"	-14	22231	"Distance from stop (nt)"	0.00188106914720832	0.0188829572625615	"rli1"
"rli1_wt"	-13	5973	"Distance from stop (nt)"	0.000505403536335536	0.00507345165441411	"rli1"
"rli1_wt"	-12	1705	"Distance from stop (nt)"	0.000144268044442004	0.00144822284794509	"rli1"
"rli1_wt"	-11	21288	"Distance from stop (nt)"	0.0018012774956489	0.0180819753589766	"rli1"
"rli1_wt"	-10	10393	"Distance from stop (nt)"	0.000879400460930056	0.00882778889072925	"rli1"
"rli1_wt"	-9	4795	"Distance from stop (nt)"	0.000405727432902879	0.00407286132310659	"rli1"
"rli1_wt"	-8	23675	"Distance from stop (nt)"	0.00200325275786771	0.0201094873460998	"rli1"
"rli1_wt"	-7	6086	"Distance from stop (nt)"	0.000514964996172455	0.00516943357923393	"rli1"
"rli1_wt"	-6	2829	"Distance from stop (nt)"	0.000239374954678257	0.00240294571075465	"rli1"
"rli1_wt"	-5	18874	"Distance from stop (nt)"	0.00159701763683189	0.0160315296376045	"rli1"
"rli1_wt"	-4	8764	"Distance from stop (nt)"	0.000741563132838546	0.00744412025770722	"rli1"
"rli1_wt"	-3	4125	"Distance from stop (nt)"	0.000349035591391945	0.00350376495470588	"rli1"
"rli1_wt"	-2	25032	"Distance from stop (nt)"	0.00211807489059955	0.0212621198415024	"rli1"
"rli1_wt"	-1	53682	"Distance from stop (nt)"	0.00454228572535815	0.0455973600723687	"rli1"
"rli1_wt"	0	8712	"Distance from stop (nt)"	0.000737163169019787	0.00739995158433881	"rli1"
"rli1_wt"	1	1631	"Distance from stop (nt)"	0.000138006557469154	0.00138536742815158	"rli1"
"rli1_wt"	2	597	"Distance from stop (nt)"	5.05149692269069e-05	0.000507090346171978	"rli1"
"rli1_wt"	3	517	"Distance from stop (nt)"	4.37457941211237e-05	0.000439138540989803	"rli1"
"rli1_wt"	4	404	"Distance from stop (nt)"	3.4184334284205e-05	0.000343156616169981	"rli1"
"rli1_wt"	5	418	"Distance from stop (nt)"	3.53689399277171e-05	0.000355048182076862	"rli1"
"rli1_wt"	6	360	"Distance from stop (nt)"	3.04612879760243e-05	0.000305783123319785	"rli1"
"rli1_wt"	7	248	"Distance from stop (nt)"	2.09844428279278e-05	0.000210650596064741	"rli1"
"rli1_wt"	8	294	"Distance from stop (nt)"	2.48767185137531e-05	0.000249722884044491	"rli1"
"rli1_wt"	9	267	"Distance from stop (nt)"	2.25921219155513e-05	0.000226789149795508	"rli1"
"rli1_wt"	10	201	"Distance from stop (nt)"	1.70075524532802e-05	0.000170728910520214	"rli1"
"rli1_wt"	11	161	"Distance from stop (nt)"	1.36229649003886e-05	0.000136753007929126	"rli1"
"rli1_wt"	12	186	"Distance from stop (nt)"	1.57383321209459e-05	0.000157987947048556	"rli1"
"rli1_wt"	13	143	"Distance from stop (nt)"	1.20999005015874e-05	0.000121463851763137	"rli1"
"rli1_wt"	14	241	"Distance from stop (nt)"	2.03921400061718e-05	0.000204704813111301	"rli1"
"rli1_wt"	15	150	"Distance from stop (nt)"	1.26922033233434e-05	0.000127409634716577	"rli1"
"rli1_wt"	16	134	"Distance from stop (nt)"	1.13383683021868e-05	0.000113819273680142	"rli1"
"rli1_wt"	17	114	"Distance from stop (nt)"	9.64607452574102e-06	9.68313223845987e-05	"rli1"
"rli1_wt"	18	106	"Distance from stop (nt)"	8.9691570151627e-06	9.00361418663813e-05	"rli1"
"rli1_wt"	19	88	"Distance from stop (nt)"	7.44609261636149e-06	7.4746985700392e-05	"rli1"
"rli1_wt"	20	119	"Distance from stop (nt)"	1.00691479698525e-05	0.000101078310208485	"rli1"
"rli1_wt"	21	122	"Distance from stop (nt)"	1.03229920363193e-05	0.000103626502902816	"rli1"
"rli1_wt"	22	78	"Distance from stop (nt)"	6.59994572813859e-06	6.62530100526202e-05	"rli1"
"rli1_wt"	23	94	"Distance from stop (nt)"	7.95378074929522e-06	7.98433710890551e-05	"rli1"
"rli1_wt"	24	89	"Distance from stop (nt)"	7.53070730518378e-06	7.55963832651692e-05	"rli1"
"rli1_wt"	25	72	"Distance from stop (nt)"	6.09225759520485e-06	6.11566246639571e-05	"rli1"
"rli1_wt"	26	86	"Distance from stop (nt)"	7.27686323871691e-06	7.30481905708376e-05	"rli1"
"rli1_wt"	27	78	"Distance from stop (nt)"	6.59994572813859e-06	6.62530100526202e-05	"rli1"
"rli1_wt"	28	60	"Distance from stop (nt)"	5.07688132933738e-06	5.09638538866309e-05	"rli1"
"rli1_wt"	29	134	"Distance from stop (nt)"	1.13383683021868e-05	0.000113819273680142	"rli1"
"rli1_wt"	30	100	"Distance from stop (nt)"	8.46146888222896e-06	8.49397564777182e-05	"rli1"
"rli1_wt"	31	91	"Distance from stop (nt)"	7.69993668282835e-06	7.72951783947235e-05	"rli1"
"rli1_wt"	32	77	"Distance from stop (nt)"	6.5153310393163e-06	6.5403612487843e-05	"rli1"
"rli1_wt"	33	91	"Distance from stop (nt)"	7.69993668282835e-06	7.72951783947235e-05	"rli1"
"rli1_wt"	34	57	"Distance from stop (nt)"	4.82303726287051e-06	4.84156611922994e-05	"rli1"
"rli1_wt"	35	101	"Distance from stop (nt)"	8.54608357105125e-06	8.57891540424954e-05	"rli1"
"rli1_wt"	36	110	"Distance from stop (nt)"	9.30761577045186e-06	9.343373212549e-05	"rli1"
"rli1_wt"	37	46	"Distance from stop (nt)"	3.89227568582532e-06	3.90722879797504e-05	"rli1"
"rli1_wt"	38	73	"Distance from stop (nt)"	6.17687228402714e-06	6.20060222287343e-05	"rli1"
"rli1_wt"	39	112	"Distance from stop (nt)"	9.47684514809644e-06	9.51325272550444e-05	"rli1"
"rli1_wt"	40	96	"Distance from stop (nt)"	8.1230101269398e-06	8.15421662186094e-05	"rli1"
"rli1_wt"	41	61	"Distance from stop (nt)"	5.16149601815967e-06	5.18132514514081e-05	"rli1"
"rli1_wt"	42	70	"Distance from stop (nt)"	5.92302821756027e-06	5.94578295344027e-05	"rli1"
"rli1_wt"	43	80	"Distance from stop (nt)"	6.76917510578317e-06	6.79518051821745e-05	"rli1"
"rli1_wt"	44	218	"Distance from stop (nt)"	1.84460021632591e-05	0.000185168669121426	"rli1"
"rli1_wt"	45	78	"Distance from stop (nt)"	6.59994572813859e-06	6.62530100526202e-05	"rli1"
"rli1_wt"	46	65	"Distance from stop (nt)"	5.49995477344882e-06	5.52108417105168e-05	"rli1"
"rli1_wt"	47	75	"Distance from stop (nt)"	6.34610166167172e-06	6.37048173582886e-05	"rli1"
"rli1_wt"	48	83	"Distance from stop (nt)"	7.02301917225004e-06	7.04999978765061e-05	"rli1"
"rli1_wt"	49	59	"Distance from stop (nt)"	4.99226664051509e-06	5.01144563218537e-05	"rli1"
"rli1_wt"	50	76	"Distance from stop (nt)"	6.43071635049401e-06	6.45542149230658e-05	"rli1"
"rli1_wt"	51	86	"Distance from stop (nt)"	7.27686323871691e-06	7.30481905708376e-05	"rli1"
"rli1_wt"	52	42	"Distance from stop (nt)"	3.55381693053616e-06	3.56746977206416e-05	"rli1"
"rli1_wt"	53	74	"Distance from stop (nt)"	6.26148697284943e-06	6.28554197935115e-05	"rli1"
"rli1_wt"	54	76	"Distance from stop (nt)"	6.43071635049401e-06	6.45542149230658e-05	"rli1"
"rli1_wt"	55	62	"Distance from stop (nt)"	5.24611070698196e-06	5.26626490161853e-05	"rli1"
"rli1_wt"	56	78	"Distance from stop (nt)"	6.59994572813859e-06	6.62530100526202e-05	"rli1"
"rli1_wt"	57	80	"Distance from stop (nt)"	6.76917510578317e-06	6.79518051821745e-05	"rli1"
"rli1_wt"	58	56	"Distance from stop (nt)"	4.73842257404822e-06	4.75662636275222e-05	"rli1"
"rli1_wt"	59	58	"Distance from stop (nt)"	4.9076519516928e-06	4.92650587570765e-05	"rli1"
"rli1_wt"	60	55	"Distance from stop (nt)"	4.65380788522593e-06	4.6716866062745e-05	"rli1"
"rli1_wt"	61	46	"Distance from stop (nt)"	3.89227568582532e-06	3.90722879797504e-05	"rli1"
"rli1_wt"	62	58	"Distance from stop (nt)"	4.9076519516928e-06	4.92650587570765e-05	"rli1"
"rli1_wt"	63	87	"Distance from stop (nt)"	7.3614779275392e-06	7.38975881356148e-05	"rli1"
"rli1_wt"	64	53	"Distance from stop (nt)"	4.48457850758135e-06	4.50180709331906e-05	"rli1"
"rli1_wt"	65	68	"Distance from stop (nt)"	5.75379883991569e-06	5.77590344048484e-05	"rli1"
"rli1_wt"	66	45	"Distance from stop (nt)"	3.80766099700303e-06	3.82228904149732e-05	"rli1"
"rli1_wt"	67	57	"Distance from stop (nt)"	4.82303726287051e-06	4.84156611922994e-05	"rli1"
"rli1_wt"	68	116	"Distance from stop (nt)"	9.81530390338559e-06	9.85301175141531e-05	"rli1"
"rli1_wt"	69	80	"Distance from stop (nt)"	6.76917510578317e-06	6.79518051821745e-05	"rli1"
"rli1_wt"	70	47	"Distance from stop (nt)"	3.97689037464761e-06	3.99216855445275e-05	"rli1"
"rli1_wt"	71	59	"Distance from stop (nt)"	4.99226664051509e-06	5.01144563218537e-05	"rli1"
"rli1_wt"	72	58	"Distance from stop (nt)"	4.9076519516928e-06	4.92650587570765e-05	"rli1"
"rli1_wt"	73	49	"Distance from stop (nt)"	4.14611975229219e-06	4.16204806740819e-05	"rli1"
"rli1_wt"	74	41	"Distance from stop (nt)"	3.46920224171387e-06	3.48253001558645e-05	"rli1"
"rli1_wt"	75	48	"Distance from stop (nt)"	4.0615050634699e-06	4.07710831093047e-05	"rli1"
"rli1_wt"	76	63	"Distance from stop (nt)"	5.33072539580425e-06	5.35120465809625e-05	"rli1"
"rli1_wt"	77	50	"Distance from stop (nt)"	4.23073444111448e-06	4.24698782388591e-05	"rli1"
"rli1_wt"	78	53	"Distance from stop (nt)"	4.48457850758135e-06	4.50180709331906e-05	"rli1"
"rli1_wt"	79	69	"Distance from stop (nt)"	5.83841352873798e-06	5.86084319696255e-05	"rli1"
"rli1_wt"	80	86	"Distance from stop (nt)"	7.27686323871691e-06	7.30481905708376e-05	"rli1"
"rli1_d"	-20	877	"Distance from start (nt)"	2.89313269265674e-05	0.000207061138992092	"rli1"
"rli1_d"	-19	1139	"Distance from start (nt)"	3.75744371372409e-05	0.000268919768884826	"rli1"
"rli1_d"	-18	729	"Distance from start (nt)"	2.4048959326645e-05	0.000172118096151921	"rli1"
"rli1_d"	-17	919	"Distance from start (nt)"	3.03168636778968e-05	0.000216977407906194	"rli1"
"rli1_d"	-16	1424	"Distance from start (nt)"	4.69762936641186e-05	0.000336208736516235	"rli1"
"rli1_d"	-15	695	"Distance from start (nt)"	2.29273343374736e-05	0.000164090640364314	"rli1"
"rli1_d"	-14	760	"Distance from start (nt)"	2.50716174050071e-05	0.000179437247017092	"rli1"
"rli1_d"	-13	1793	"Distance from start (nt)"	5.91492236936549e-05	0.00042333024197585	"rli1"
"rli1_d"	-12	1314	"Distance from start (nt)"	4.33475069344465e-05	0.000310237556026919	"rli1"
"rli1_d"	-11	1111	"Distance from start (nt)"	3.6650745969688e-05	0.000262308922942091	"rli1"
"rli1_d"	-10	1584	"Distance from start (nt)"	5.2254528907278e-05	0.000373984999046149	"rli1"
"rli1_d"	-9	916	"Distance from start (nt)"	3.02178967670875e-05	0.000216269102983758	"rli1"
